CRS,Tiploc,Description,Stannox
,CLPH144,CLAPHAM JUNCTION SIG 144,87279
MOT,MOTSPRP,MOTSPUR PARK,87301
WCP,WRCSTRP,WORCESTER PARK,87302
SNL,STLEIGH,STONELEIGH,87303
EWW,EWELW,EWELL WEST,87304
,WRCS2,WORCESTER PARK NO 2 XOVER,87305
WBO,WIMLCHS,WIMBLEDON CHASE,87323
SMO,SMERTON,SOUTH MERTON,87327
MDS,MORDENS,MORDEN SOUTH,87331
SIH,SHLIER,ST HELIER,87335
,SHLIERG,ST HELIER GROUND FRAME,87336
SUC,SUTTONC,SUTTON COMMON,87339
,MOTSPJN,MOTSPUR PARK JN,87399
MAL,MALDENM,MALDEN MANOR,87400
,TOLWTHS,TOLWORTH SDGS,87401
,TOLWDFH,TOLWORTH DAY AGGS (FLHH),87402
TOL,TOLWTH,TOLWORTH,87403
CSN,CHSSN,CHESSINGTON NORTH,87405
CSS,CHSSS,CHESSINGTON SOUTH,87411
,ELLBSTH,ELL BOUNDARY SOUTH,87555
,STRERFS,STREATHAM REV FAST SPUR,87556
,STRH157,STREATHAM HILL SIGNAL 157,87557
,SLHRS13,SELHURST DEPOT SIG S13,87558
,SLHRS15,SELHURST DEPOT SIG S15,87559
,STRE176,STREATHAM S JN SIG TVC176,87560
,STRE174,STREATHAM JN SIG TVC174,87561
,NEWX129,NEW CROSS GATE SIG TL5129,87562
,NEWX138,NEW CROSS GATE SIG TL5138,87563
,NEWX127,NEW CROSS GATE SIG TL5127,87564
,LNDN110,LONDON BRIDGE SIG TL5110,87565
ROE,RTHERHI,ROTHERHITHE,87566
,STRHUSW,STREATHAM HILL UP SDG WEST,87567
ZCW,CNDAW,CANADA WATER,87568
,STRH658,STREATHAM HILL SIGNAL 658,87569
,CNDAXO,CANADA WATER CROSSOVER,87570
,STRHUSE,STREATHAM HILL UP SDG EAST,87571
SQE,SURREYQ,SURREY QUAYS,87572
,SURRQSJ,SURREY QUAYS SILWOOD JN,87574
,SURRQSS,SILWOOD STABLING SIDINGS,87575
SCE,SURCNRD,SURREY CANAL ROAD,87576
,SURRCNJ,SURREY CANAL JUNCTION,87577
,CANALJ,CANAL JUNCTION (NEW CROSS),87578
,CRBTLNJ,CORBETTS LANE JUNCTION,87579
,ROLTSTJ,ROLT STREET JUNCTION,87580
,LNDN109,LONDON BRIDGE SIG TL5109,87582
,NEWXDWR,NEW CROSS GATE DPT WASH RD,87583
,NEWXCSD,NEW CROSS GATE C.S.D,87584
,NEWXDHS,NEW CROSS GATE DPT HDSHUNT,87585
,NEWXMDP,NEW CROSS GATE MTNCE DPT,87586
,EPCKGBF,EAST PECKHAM TIP GBRF,87587
,NEWXNJN,NEW CROSS GATE NORTH JCN,87588
,NEWX296,NEW CROSS GATE SIG EL296,87589
,LNDNBCJ,BRUNSWICK COURT JUNCTION,87590
,LNDNASJ,ABBEY STREET JUNCTION,87591
,ELLBNTH,ELL BOUNDARY NORTH,87592
,ELLBSTH,ELL BOUNDARY SOUTH,87592
,NEWX573,NEW CROSS GATE SIG L1573,87593
,TULS766,TULSE HILL SIGNAL VC766,87594
,TULS165,TULSE HILL SIGNAL VC165,87595
,OLDKRDJ,OLD KENT ROAD JUNCTION,87596
,NEWXUCS,NEW CROSS UP SUSSEX LOOP,87597
,NEWX584,NEW CROSS GATE SIG L1584,87598
,LNDNBAL,LONDON BRIDGE (BALLAST),87599
,BRC4449,BRICKLAYERS ARMS JN TL4449,87600
,LNDN490,LONDON BRIDGE SIG. L1490,87601
,LNDNBDC,LONDON BRIDGE,87601
,LNDNBDE,LONDON BRIDGE,87601
LBG,LNDNBDG,LONDON BRIDGE,87601
XLJ,BRCKLAJ,BRICKLAYERS ARMS JN,87602
,NEWXGEL,NEW CROSS GATE STATION ELL,87603
NXG,NEWXGTE,NEW CROSS GATE,87603
,CFTNRJN,CROFTON ROAD JN,87604
,CBRIJN,CAMBRIA JN,87605
DMK,DENMRKH,DENMARK HILL,87606
,CANRDJ,CANTERBURY ROAD JUNCTION,87607
NDL,NDULWCH,NORTH DULWICH,87608
PMR,PCKHMRY,PECKHAM RYE,87609
,PKHMRYC,PECKHAM RYE,87609
EDW,EDULWCH,EAST DULWICH,87610
TUH,TULSEH,TULSE HILL,87611
,TULS178,TULSE HILL SIGNAL VC178,87612
STE,STRETHM,STREATHAM,87613
TOO,TOOTING,TOOTING,87614
HYR,HYDNSRD,HAYDONS ROAD,87615
,STRENJN,STREATHAM NORTH JN,87616
,STRE171,STREATHAM STH JN SIG VC171,87617
,STRESJN,STREATHAM SOUTH JN,87617
,STRETJN,STREATHAM JUNCTION,87618
,TULSLJ,LEIGHAM JUNCTION,87619
XSS,STRHCSD,STREATHAM HILL C.S.D.,87620
,STRHDS,STREATHAM HILL DOWN SDG,87620
,STRHEX,STREATHAM HILL EXIT,87620
,STRHSH,STREATHAM HILL SHED,87620
,STRHUS,STREATHAM HILL UP SIDING,87620
SRH,STRHILL,STREATHAM HILL,87621
WNW,WNORWOD,WEST NORWOOD,87622
,CRYS170,CRYSTAL PALACE VC170,87623
GIP,GIPSYH,GIPSY HILL,87624
CYP,CRYSTLP,CRYSTAL PALACE,87625
SYD,SYDENHM,SYDENHAM,87626
FOH,FORESTH,FOREST HILL,87627
HPA,HONROPK,HONOR OAK PARK,87628
BCY,BROCKLY,BROCKLEY,87629
,WNORWDJ,WEST NORWOOD JUNCTION,87630
SRC,STRHCOM,STREATHAM COMMON,87631
,CRYS167,CRYSTAL PALACE VC167,87632
NRB,NORBURY,NORBURY,87633
,NORWD18,NORWOOD JN SIGNAL T1018,87634
TTH,THTH,THORNTON HEATH,87635
,SELH051,SELHURST SHUNT SIGNAL 1051,87636
SRS,SELHRST,SELHURST,87637
,SDEPFA,SEL. D. FORK ARRIVAL,87638
XSH,SLHRSTD,SELHURST T&R.S.M.D,87639
,NORWBOP,NORWOOD BOOKING ON POINT,87640
,NORWDFJ,NORWOOD FORK JN.,87640
,NORWDDY,NORWOOD TURNBACK SIDING,87641
,SLHRSTF,SELHURST DEPOT FIELD SDGS,87642
NWD,NORWDJ,NORWOOD JUNCTION,87643
ANZ,ANERLEY,ANERLEY,87644
PNW,PENEW,PENGE WEST,87645
,SLHRTS2,SELHURST DEPOT SIG S2,87646
,CRYSBRJ,BROMLEY JN,87647
XGU,SELHGRJ,GLOUCESTER ROAD JUNCTION,87648
,WCRO048,WEST CROYDON SIGNAL T1048,87649
,WCRO041,WEST CROYDON SIGNAL T1041,87650
WCY,WCROYDN,WEST CROYDON,87651
,WCROYTB,WEST CROYDON TURNBACK,87652
,SLHRTS4,SELHURST DEPOT SIG S4,87653
,SLHRT68,SELHURST DEPOT SIG T68,87654
,SLHRT76,SELHURST DEPOT SIG T76,87655
,CBRI675,CAMBRIA JN SIGNAL VS675,87656
,CBRI678,CAMBRIA JN SIGNAL VS678,87657
,CBRI679,CAMBRIA JN SIGNAL VS679,87658
MTC,ESTFLDS,MITCHAM EASTFIELDS,87659
,ELLBNLL,ELL BOUNDARY NLL,87660
MIJ,MITCHMJ,MITCHAM JUNCTION,87661
WDO,WADDON,WADDON,87662
WLT,WALNGTN,WALLINGTON,87663
,NORWD03,NORWOOD JN SIGNAL T1003,87664
CSB,CRSHLTB,CARSHALTON BEECHES,87665
,NORWD17,NORWOOD JN SIGNAL T1017,87666
HCB,HKBG,HACKBRIDGE,87667
,NORWD16,NORWOOD JN SIGNAL T1016,87668
CSH,CRSHLTN,CARSHALTON,87669
SUO,SUTTON,SUTTON (SURREY),87671
,SUTT193,SUTTON SIGNAL VC193,87672
,SUTT195,SUTTON SIGNAL VC195,87672
WSU,WSUTTON,WEST SUTTON,87673
,NORWD08,NORWOOD JN SIGNAL T1008,87674
BLM,BELM,BELMONT,87675
,LETH195,LEATHERHEAD SIGNAL W1195,87676
BAD,BANSTED,BANSTEAD,87677
CHE,CHEAM,CHEAM,87678
EWE,EWELLE,EWELL EAST,87679
,EPSMBAL,EPSOM (BALLAST),87680
EPS,EPSM,EPSOM,87681
,EPSM444,EPSOM SIG 444,87681
,EPSMSW,EPSOM,87681
,EPSM456,EPSOM SIG 456,87682
,EPSMDS,EPSOM - DOWN SIDINGS,87682
XFK,EPSMUS,EPSOM - UP SIDINGS,87682
AHD,ASHD,ASHTEAD,87683
,EPSM181,EPSOM SIG W1181,87684
LHD,LETHRHD,LEATHERHEAD,87685
BXW,BOXHAWH,BOX HILL & WESTHUMBLE,87686
DKG,DORKING,DORKING,87687
,DORKDSG,DORKING DOWN SIDING,87688
,DORK33,DORKING SIG CBK33,87689
,DORK35,DORKING SIG CBK35,87690
,NORWD10,NORWOOD JN SIGNAL T1010,87691
EPD,EPSDNS,EPSOM DOWNS,87692
,TATN385,TATTENHAM CORNER SIG T1385,87696
,ECRO082,EAST CROYDON 1082,87698
,ECRO065,EAST CROYDON SIGNAL T1065,87699
,WNDMLBJ,WINDMILL BRIDGE JN,87700
,CLPH049,CLAPHAM JN. SIG. CY49,87701
,CLPH122,CLAPHAM JN. SIG. CY122,87701
ECR,ECROYDN,EAST CROYDON,87701
,ECROUS,EAST CROYDON UP SIDINGS,87702
RHM,REEDHMS,REEDHAM,87703
SCY,SCROYDN,SOUTH CROYDON,87704
,CATE361,CATERHAM SIGNAL T1361,87705
,CATECHS,CATERHAM SIDINGS,87706
CAT,CATERHM,CATERHAM,87706
TAT,TATNHMC,TATTENHAM CORNER,87707
TAD,TADWTH,TADWORTH,87708
KND,KGWD,KINGSWOOD,87709
CHP,CHSD,CHIPSTEAD,87710
WME,WDMNSTR,WOODMANSTERNE,87711
MHM,MERSTHM,MERSTHAM,87712
CDN,COLSTWN,COULSDON TOWN,87713
,TATNCHS,TATTENHAM CORNER C.H.S.,87714
,COLS369,COULSDON TOWN SIGNAL T1369,87715
,REDHDS,REDHILL DOWN SIDING,87718
,REDH322,REDHILL SIGNAL T1322,87719
,REDH316,REDHILL SIGNAL T1316,87720
,REDHLS,REDHILL L.H.S.,87721
,REDH487,REDHILL SIGNAL T487,87722
RDH,REDHILL,REDHILL,87722
,REDHTBS,REDHILL (TONBDG B. RECP.),87722
,REDH502,REDHILL SIGNAL T502,87726
,REDH483,REDHILL SIG. T483,87727
,REDHUGL,REDHILL UP TONBRIDGE SIDIN,87728
,REDH320,REDHILL SIGNAL T1320,87729
,REDH308,REDHILL SIGNAL T1308,87730
NUF,NUTFILD,NUTFIELD,87731
,REDH305,REDHILL SIGNAL T1305,87732
,GODSLFS,GODSTONE TIP,87733
GDN,GODSTON,GODSTONE,87734
,REDH336,REDHILL SIGNAL T1336,87735
EBR,EDNB,EDENBRIDGE,87736
,ECRO067,EAST CROYDON SIG T1067,87737
PHR,PNSHRST,PENSHURST,87738
LIH,LEIGHK,LEIGH (KENT),87739
,REEDSGS,REEDHAM SIDINGS,87740
,SDSD356,SANDERSTEAD SIGNAL T1356,87741
,SELSDN,SELSDON (TEST TRAINS ONLY),87742
SNR,SDSD,SANDERSTEAD,87743
RDD,RDLSDWN,RIDDLESDOWN,87744
UWL,UWRLNGH,UPPER WARLINGHAM,87745
WOH,WLDNGHM,WOLDINGHAM,87746
,WLDNGF,WOLDINGHAM GROUND FRAME,87747
,OXTE301,OXTED SIGNAL 301,87748
,OXTE306,OXTED SIGNAL 306,87749
,OXTEUSD,OXTED UP SIDING,87750
OXT,OXTED,OXTED,87751
,OXTEDBY,OXTED BAY,87752
HUR,HRSTGRN,HURST GREEN,87753
,HRST312,HURST GREEN SIGNAL 312,87754
,HRSTJN,HURST GREEN JN,87754
LFD,LINGFLD,LINGFIELD,87755
DMS,DORMANS,DORMANS,87757
,EGRNSID,EAST GRINSTEAD SIDINGS,87758
EGR,EGRNSTD,EAST GRINSTEAD,87759
EBT,EDNT,EDENBRIDGE TOWN,87760
CWN,COWDEN,COWDEN,87761
HEV,HEVER,HEVER,87762
AHS,ASHURST,ASHURST,87763
ERI,ERIDGE,ERIDGE,87764
,ASHUJN,ASHURST JN,87765
COH,CBGH,CROWBOROUGH,87766
,GRNHJN,GREENHURST JN,87767
BXD,BXTD,BUXTED,87768
UCK,UCKFILD,UCKFIELD,87769
,BLCMJN,BLACKHAM JN,87770
,SDSD359,SANDERSTEAD SIGNAL T1359,87771
,WNDM068,WINDMILL BDG JN SIG T1068,87772
PUO,PURLEYO,PURLEY OAKS,87800
,PRLYCHS,PURLEY C.H.S.,87801
,PURL091,PURLEY SIGNAL T.1091,87801
PUR,PURLEY,PURLEY,87801
,PURLFY,PURLEY FOSTER YEOMAN,87802
,PURLSDG,PURLEY DOWN SIDING,87803
,PURLTAM,PURLEY YARD TAMPER SIDING,87804
,PURLGBR,PURLEY YARD GBRF,87805
,PURLUSL,PURLEY U.S.L.,87806
,PURLSGB,PURLEY DOWN SIDING GBRF,87807
,PURL100,PURLEY SIGNAL T1100,87808
,PURL102,PURLEY SIGNAL T1102,87809
KLY,KNLY,KENLEY,87810
WHY,WHYTELF,WHYTELEAFE,87811
WHS,WHYTLFS,WHYTELEAFE SOUTH,87812
,PURLDAF,PURLEY YD DAY AGGS (FLHH),87813
,SALFD50,SALFORDS SIGNAL T1150,87884
,SNST109,STOATS NEST JN. SIG T1109,87885
,SNST110,STOATS NEST JN. SIG T1110,87886
,THBD201,THREE BRIDGES SIGNAL T1201,87887
,THBD204,THREE BRIDGES SIGNAL T1204,87888
,THBDPL5,THREE BRIDGES P.L. 1185,87889
,THBD218,THREE BRIDGES SIGNAL T1218,87890
,EARL123,EARLSWOOD SIGNAL T1123,87891
,EARL127,EARLSWOOD SIGNAL T1127,87892
,GTWKCH3,GATWICK AIRPORT C.H.S 3,87893
,GTWKCH2,GATWICK AIRPORT C.H.S 2,87894
,ARUN50,ARUNDEL SHUNT SIG.50,87895
,GTWK237,GATWICK AIRPORT SIG. T237,87896
,SNSTGF,COULSDON NORTH GRND FRAME,87899
CDS,COLSDNS,COULSDON SOUTH,87900
XJS,SNSTJN,STOATS NEST JN.,87901
,EARL136,EARLSWOOD SIGNAL T1136,87902
,EARL206,EARLSWOOD SIGNAL T206,87903
ELD,EARLSWD,EARLSWOOD (SURREY),87903
,THBDDTE,3BDGS DN TL SDG ENTRY/EXIT,87904
SAF,SALFDS,SALFORDS,87905
,SALFDAS,SALFORDS AGGREGATE SDG,87906
,THBD127,3 BRIDGES DN DEP SIG TD127,87907
,THBDUTD,THREE BRIDGES TL UP DEPOT,87908
HOR,HORLEY,HORLEY,87909
XGT,GTWKACS,GATWICK AIRPORT C.H.S.,87910
GTW,GTWK,GATWICK AIRPORT,87911
,GTWK116,GATWICK AIRPORT SIG. T1161,87912
,GTWKUSN,GATWICK UP SIDING NORTH,87913
,GTWK168,GATWICK AIRPORT SIG. T1168,87914
,THBDNCS,3BDGS DOWN THAMESLINK SDGS,87915
,THBDUTE,THREE BRIDGES UP TLD NX,87916
,THBDPL3,THREE BRIDGES P.L. 1183,87917
,THBDBRD,THREE BRIDGES BACK ROAD,87918
,THBDUSN,THREE BRIDGES UP SDG NORTH,87919
TBD,THBDGS,THREE BRIDGES,87920
,THBDHSD,THREE BRIDGES HORSHAM SDG,87920
,THBDLP,THREE BRIDGES LOOP,87920
,TNSLYGJ,TINSLEY GREEN,87921
,THBD288,THREE BRIDGES SIGNAL T288,87922
,THBDPMD,THREE BRIDGES P & MD,87923
XTB,THBDWRS,THREE BRIDGES VOYAGER M.D.,87924
,GTWK165,GATWICK AIRPORT SIG. T1165,87925
,THBDGSY,THREE BRIDGES UP SDG SOUTH,87926
,BALCMTJ,BALCOMBE TUNNEL JN,87927
,THBD206,THREE BRIDGES SIGNAL 1206,87928
,THBD737,THREE BRIDGES 1737 POINTS,87930
CRW,CRAWLEY,CRAWLEY,87931
,THBD200,THREE BRIDGES SIGNAL T1200,87932
IFI,IFIELD,IFIELD,87933
,BILS862,BILLINGSHURST SIG T862,87934
FGT,FAYGATE,FAYGATE,87935
LVN,LHVN,LITTLEHAVEN,87936
HLM,HLMW,HOLMWOOD,87937
OLY,OCKLYAC,OCKLEY,87938
WNH,WARNHAM,WARNHAM,87939
,THBDTGS,THREE BRIDGES TILGATE SDGS,87940
,HORS76,HORSHAM SIGNAL CPB76,87941
HRH,HORSHAM,HORSHAM,87941
,HORSUL,HORSHAM UP LOOP,87941
,HORS410,HORSHAM SIGNAL 1410,87942
,HORSUKF,HORSHAM CHIPMAN SIDING,87943
,HORSGBR,HORSHAM UP TC GBRF,87944
,HORSHUS,HORSHAM UP T.C.,87945
,HORSUS,HORSHAM UP SIDINGS SOUTH,87946
,HORSDL,HORSHAM DOWN LOOP,87947
,HORSDS,HORSHAM CARRIAGE SIDINGS,87947
CHH,CHRSTSH,CHRISTS HOSPITAL,87948
,HORS201,HORSHAM 2001 POINTS,87949
,THBD165,3 BRIDGES UP DEP SIG TD165,87950
BIG,BILSHST,BILLINGSHURST,87951
,THBDTGE,TILGATE SDGS ENTRY/EXIT,87952
,THBD98,TILGATE SIDINGS SIG TD98,87953
PUL,PULBRO,PULBOROUGH,87954
,HYWR225,HAYWARDS HEATH SIG 1225,87955
,HYWR350,HAYWARDS HEATH SIG. T350X,87956
AMY,AMLY,AMBERLEY,87957
ARU,ARUNDEL,ARUNDEL,87958
XXA,ARUNDLJ,ARUNDEL JN,87959
,HYWR226,HAYWARDS HEATH SIG 1226,87960
,HYWRDSN,HAYWARDS HEATH DN SDG NTH,87961
,HYWRDSS,HAYWARDS HEATH DN SDG STH,87962
BAB,BALCOMB,BALCOMBE,87963
,ARDNFHH,ARDINGLY HANSON AGGREGATES,87964
,ARDNGLY,ARDINGLY,87965
,CPYHLDJ,COPYHOLD JN,87966
HHE,HYWRDSH,HAYWARDS HEATH,87967
,HYWRUS,HAYWARDS HEATH UP SIDING,87968
WVF,WVLSFLD,WIVELSFIELD,87969
,BRGH277,BRIGHTON SIGNAL T1277,87970
BUG,BURGESH,BURGESS HILL,87971
XKM,KEYMERJ,KEYMER JN,87972
HSK,HASOCKS,HASSOCKS,87973
,PRSPSDG,PRESTON PARK SIDINGS,87974
PRP,PRSP,PRESTON PARK,87975
,BRGHRC,BRIGHTON RECEPTION ROAD,87976
,BRGHBAL,BRIGHTON (BALLAST),87977
,BRGH257,BRIGHTON SIGNAL 1257,87978
XBI,LOVRSWS,LOVERS WALK T&R.S.M.D,87979
BTN,BRGHTN,BRIGHTON,87980
,HOVE673,HOVE SIG. T673,87980
,HOVE674,HOVE SIG. T674,87980
XMP,BRGHMHS,BRIGHTON MONTPELIER C.H.S.,87981
XBP,BRGHTTY,BRIGHTON DOWN SIDING,87981
,HYWRDNK,HAYWARDS HEATH DOWN NECK,87982
XDV,BRGHLHS,BRIGHTON L.H.S,87983
,BRGHWS,BRIGHTON WALL SIDING,87984
AGT,ALDTON,ALDRINGTON,87985
PLD,PSLDAWH,PORTSLADE,87986
FSG,FSHRSGT,FISHERSGATE,87987
SWK,STHWICK,SOUTHWICK,87988
,HORS417,HORSHAM SIGNAL 1417,87989
,BILS143,BILLINSHURST SIGNAL T1430,87990
SSE,SHRHMBS,SHOREHAM-BY-SEA,87991
,HORSBS,HORSHAM DOWN SIDINGS NORTH,87992
EWR,EWRTHNG,EAST WORTHING,87993
LAC,LNCG,LANCING,87994
WRH,WORTHNG,WORTHING,87995
DUR,DRNGTOS,DURRINGTON-ON-SEA,87996
GBS,GORNGBS,GORING-BY-SEA,87997
ANG,ANGMRNG,ANGMERING,87998
,WORT201,WORTHING SIGNAL LG201,87999
,PRSP244,PRESTON PARK SIGNAL T1244,88000
,HORSMS,HORSHAM DOWN SIDINGS SOUTH,88001
,CRAWFYO,CRAWLEY FOSTER YEOMAN,88002
XYC,CRAWNYD,CRAWLEY NEW YARD,88003
,BRGHEDS,BRIGHTON ENGRS DEPOT SDGS,88004
,CRAWRMC,CRAWLEY NEW YARD R.M.C.,88005
,CRAWGBR,CRAWLEY NEW YARD (GBRF),88006
,HORSTLS,HORSHAM THAMESLINK SIDINGS,88007
,HORS837,HORSHAM T837,88008
,ANGMGF,ANGMERING GROUND FRAME,88010
,HORS401,HORSHAM T1401,88011
,BRGH249,BRIGHTON SIGNAL T1249,88012
,LOVR250,LOVERS WALK SIGNAL T1250,88013
,LOVR267,LOVERS WALK SIGNAL T1267,88014
,LOVR247,LOVERS WALK SIGNAL T1247,88015
,LOVR255,LOVERS WALK SIGNAL T1255,88016
,BRGHDNK,BRIGHTON DOWN NECK SDG,88017
,BRGH261,BRIGHTON SIGNAL T1261,88018
,LOVR262,LOVERS WALK SIGNAL T1262,88019
,HORS836,HORSHAM SIGNAL T836,88020
,CRAWFHH,CRAWLEY F.Y.(FLHH),88021
,BRGH280,BRIGHTON SIGNAL T1280,88095
,HOVEYD,HOVE YARD,88101
,HOVE400,HOVE SIGNAL 1400,88102
HOV,HOVE,HOVE,88103
,HOVE675,HOVE SIG. T675,88104
,HOVEUSG,HOVE UP SIDINGS,88105
WWO,WWRTHNG,WEST WORTHING,88111
,WWRTMS,WEST WORTHING MIDDLE SDG,88112
XWW,WWRTHND,WEST WORTHING SHED,88113
,BRGHMPJ,MONTPELIER JN,88140
LRB,BRGHLRD,LONDON ROAD (BRIGHTON),88141
MCB,MLSECMB,MOULSECOOMB,88161
FMR,FAMR,FALMER,88181
PMP,PLMPTON,PLUMPTON,88201
CBR,COKSBDG,COOKSBRIDGE,88211
,LEWESUS,LEWES UP SIDING,88219
,LEWESDS,LEWES DOWN TAMPER SIDING,88220
LWS,LEWES,LEWES,88221
,LEWES58,LEWES SIGNAL LW58,88222
XRH,STHRHMJ,SOUTHERHAM JN,88224
SEE,SESARDM,SOUTHEASE,88226
,SESA17,SOUTHEASE SIGNAL TLW17,88227
,NEWHVTJ,NEWHAVEN TOWN YARD JN,88228
,NEWHVMS,NEWHAVEN MARINE SIDINGS,88229
,NEWHVMD,NEWHAVEN MARINE AG TML DBC,88230
NVN,NEWHVNT,NEWHAVEN TOWN,88231
,NEWHVFH,NEWHAVEN DAY AGGS (FLHH),88232
,NEWHVHA,NEWHAVEN DAY AGGREGATES,88234
,NEWHGBR,NEWHAVEN DAY AGGS GBRF,88235
NVH,NEWHVNH,NEWHAVEN HARBOUR,88236
NVM,NEWHVNM,NEWHAVEN MARINE,88237
BIP,BSSN,BISHOPSTONE,88238
SEF,SEAFORD,SEAFORD,88239
,NEWHVM3,NEWHAVEN MARINE NO 3 SDG,88240
,NEWHVM4,NEWHAVEN MARINE NO 4 SDG,88240
,NEWHVNY,NEWHAVEN TOWN YARD,88241
GLY,GLYNDE,GLYNDE,88242
,NEWHH40,SEAFORD BRANCH SIG NH40,88243
,BERW362,BERWICK SIG 1362,88245
BRK,BERWICK,BERWICK,88246
,POLG373,POLEGATE SHUNT SIG. 1373,88247
PLG,POLGATE,POLEGATE,88248
XIL,WILDJN,WILLINGDON JN,88249
,HMP1380,HAMPDEN PARK SIG TEB1380,88251
HMD,HMPDNPK,HAMPDEN PARK,88252
XEB,EBOUCS,EASTBOURNE C.S.,88253
EBN,EBOURNE,EASTBOURNE,88254
,EBOUSID,EASTBOURNE SIDINGS,88255
,EBOU501,EASTBOURNE SIGNAL EB501,88256
,EBOUOTM,EASTBOURNE TAMPER SIDINGS,88257
,BEXH14,BEXHILL SHUNT SIGNAL 1435,88267
,BEXHGF,BEXHILL GROUND FRAME,88268
COB,CODNBCH,COODEN BEACH,88269
PEB,PVNSYBY,PEVENSEY BAY,88270
PEV,PVNSYAW,PEVENSEY & WESTHAM,88271
NSB,NRMNSBY,NORMANS BAY,88272
WDU,WDULWCH,WEST DULWICH,88273
CLL,CTNG,COLLINGTON,88274
BEX,BEXHILL,BEXHILL,88275
,STLNCET,ST LEONARDS CET POINT,88276
,STLN42,ST LEONARDS SIGNAL BJ42,88277
,STLN64,ST LEONARDS SIGNAL BJ64,88277
SYH,SYDNHMH,SYDENHAM HILL,88278
WLD,WSLE,WEST ST LEONARDS,88279
,STLNGBR,ST LEONARDS ENG.LTD (GBRF),88280
,STLNRWM,ST LEONARDS WEST MARINA,88281
,STLNSHB,ST LEONARDS SHUNT BOARD,88281
XSE,STLNWCS,ST LEONARDS WM CSD.,88281
,STLNWMD,ST LEONARDS WM TMD,88281
XSM,STLNDEM,ST LEONARDS RLY ENG LTD,88282
SLQ,STLNRWS,ST LEONARDS WARRIOR SQ,88283
XOP,BOPEEPJ,BOPEEP JN S.B.,88284
,HASTCHS,HASTINGS C.H.S.,88285
HGS,HASTING,HASTINGS,88285
,HASTBSD,HASTINGS BRIGHTON SIDINGS,88286
,HASTGSD,HASTINGS GOODS SIDINGS,88286
,HASTWX,HASTINGS WEST CROSSOVER,88287
ORE,OREE,ORE,88288
,HASTPSD,HASTINGS PARK SIDINGS,88289
,HASTS70,HASTINGS SIGNAL 70,88290
,OREESDG,ORE UP SIDING,88291
,STLNSHN,ST LEONARDS SHUNT NECK,88292
TOK,THOK,THREE OAKS,88295
DLH,DOLEHAM,DOLEHAM,88296
WSE,WINCHLS,WINCHELSEA,88297
LAD,LDYW,LADYWELL,88309
,LDYWJN,LADYWELL JUNCTION,88310
CFB,CATFBDG,CATFORD BRIDGE,88311
BIK,BIRKBCK,BIRKBECK,88312
LSY,LSYDNHM,LOWER SYDENHAM,88313
KTH,KENTHOS,KENT HOUSE,88314
BKJ,BCKNHMJ,BECKENHAM JUNCTION,88315
,BCKNMJC,BECKENHAM JUNCTION,88315
,BCKN607,BECKENHAM JN SIGNAL VS607,88316
NBC,NBCKNHM,NEW BECKENHAM,88317
,NBCKSDG,NEW BECKENHAM SIDING,88318
CLK,CLOCKHS,CLOCK HOUSE,88319
,ELME395,ELMERS END SIG TL1395,88320
ELE,ELMERSE,ELMERS END,88321
EDN,EDPK,EDEN PARK,88325
WWI,WWICKHM,WEST WICKHAM,88327
,HAYS401,HAYES (KENT) SIG TL1401,88328
HYS,HAYS,HAYES (KENT),88329
,HAYSCHS,HAYES (KENT) C.H.S,88329
,CANO166,CANNON ST SIG TL1066,88379
,CHRX016,CHARING CROSS SIG TL1016,88380
,CHRX002,CHARING CROSS SIG TL1002,88381
,CHRX004,CHARING CROSS SIG TL1004,88382
,GRVPSHD,GROVE PARK SHED,88383
,BLF4408,BLACKFRIARS JN TVS4408,88384
,GRVP315,GROVE PARK SIGNAL L1315,88385
,EWERSTJ,EWER STREET JUNCTION,88386
,ORPN011,ORPINGTON SIGNAL 2011,88387
,LEEELPJ,LEE LOOP JUNCTION,88388
,CRFDSPR,CRAYFORD SPUR,88389
,LEWIVLJ,LEWISHAM VALE JUNCTION,88390
,ORPN009,ORPINGTON SHUNT SIG 2009,88391
,NWCRELL,NEW CROSS ELL,88392
,BRNH532,BARNEHURST SIGNAL NK1532,88393
,SWKBDGJ,SOUTHWARK BRIDGE JUNCTION,88394
,BLFRJN,BLACKFRIARS JN,88395
,SBRMNSJ,SOUTH BERMONDSEY JN,88396
,CHRXBAL,CHARING CROSS (BALLAST),88397
,CANOSDG,LONDON CANNON STREET SDG,88398
,CANOBAL,CANNON STREET (BALLAST),88399
XMK,MTRPLTJ,METROPOLITAN JN,88400
CHX,CHRX,LONDON CHARING CROSS,88401
WAE,WLOE,LONDON WATERLOO (EAST),88402
CST,CANONST,LONDON CANNON STREET,88403
,BORMRKJ,BOROUGH MARKET JN,88404
SBM,SBRMNDS,SOUTH BERMONDSEY,88405
QRP,PCKHMQD,QUEENS RD PECKHAM,88407
XSU,SPAROAD,SPA ROAD JN,88408
XKE,NKENTEJ,NORTH KENT EAST JN,88409
NWX,NWCROSS,NEW CROSS,88410
SAJ,STJOHNS,ST JOHNS,88411
,BLUANCR,BLUE ANCHOR (KENT),88412
NHD,NUNHEAD,NUNHEAD,88413
,NUNHEDJ,NUNHEAD JN,88414
LEW,LEWISHM,LEWISHAM,88415
BKH,BLKHTH,BLACKHEATH,88416
